Output file for program Grate_NESI
there are twenty-four columns in the output.  they are:
column no. 1:  X coordinates in meters
column no. 2:  Bed elevation in meters
column no. 3:  Flow depth in meters
column no. 4:  Channel width (m)
column no. 5:  Channel theta (deg)
column no. 6:  Number of channels
column no. 7:  Geometric mean grain size (mm) below the surface layer
column no. 8:  Geometric mean grain size (mm) of the surface layer
column no. 9:  Standard deviation at the same position.
column no. 10:  Sediment transport rate (m2/s)
column no. 11:  Sand percentage (Fs)
column no. 12-24: Surface grain size matrix (12 classes)
qwTweak = 1
qsTweak = 1
substrDial = 0
feedQw = 1
feedQs = 1
HmaxTweak = 1
randAbr = 1e-05


Count:  0
4000	252.28	1.5	17.4	40	1	0	4.48042	2.262	0	0.185676	0.0674252	0.0261121	0.0413131	0.0508253	0.0508253	0.0459759	0.0514781	0.0826261	0.141099	0.200783	0.193976	0.0475613	0
4100	249.67	1.5	17.66	40	1	0	4.48042	2.262	0	0.185676	0.0674252	0.0261121	0.0413131	0.0508253	0.0508253	0.0459759	0.0514781	0.0826261	0.141099	0.200783	0.193976	0.0475613	0
4200	247.18	1.5	17.92	40	1	0	4.48042	2.262	0	0.185676	0.0674252	0.0261121	0.0413131	0.0508253	0.0508253	0.0459759	0.0514781	0.0826261	0.141099	0.200783	0.193976	0.0475613	0
4300	244.64	1.5	18.2	40	1	0	4.48042	2.262	0	0.185676	0.0674252	0.0261121	0.0413131	0.0508253	0.0508253	0.0459759	0.0514781	0.0826261	0.141099	0.200783	0.193976	0.0475613	0
4400	242.26	1.5	18.47	40	1	0	4.48042	2.262	0	0.185676	0.0674252	0.0261121	0.0413131	0.0508253	0.0508253	0.0459759	0.0514781	0.0826261	0.141099	0.200783	0.193976	0.0475613	0
4500	240.43	1.5	18.75	40	1	0	4.48042	2.262	0	0.185676	0.0674252	0.0261121	0.0413131	0.0508253	0.0508253	0.0459759	0.0514781	0.0826261	0.141099	0.200783	0.193976	0.0475613	0
4600	238.04	1.5	19.03	40	1	0	4.48042	2.262	0	0.185676	0.0674252	0.0261121	0.0413131	0.0508253	0.0508253	0.0459759	0.0514781	0.0826261	0.141099	0.200783	0.193976	0.0475613	0
4700	235.86	1.5	19.32	40	1	0	4.48042	2.262	0	0.185676	0.0674252	0.0261121	0.0413131	0.0508253	0.0508253	0.0459759	0.0514781	0.0826261	0.141099	0.200783	0.193976	0.0475613	0
4800	233.75	1.5	19.62	40	1	0	4.48042	2.262	0	0.185676	0.0674252	0.0261121	0.0413131	0.0508253	0.0508253	0.0459759	0.0514781	0.0826261	0.141099	0.200783	0.193976	0.0475613	0
4900	231.48	1.5	19.91	40	1	0	4.48042	2.262	0	0.185676	0.0674252	0.0261121	0.0413131	0.0508253	0.0508253	0.0459759	0.0514781	0.0826261	0.141099	0.200783	0.193976	0.0475613	0
